Date,HomeTeam,AwayTeam,PHW,PD,PAW,MaherHG,MaherAG,EloHW,EloAW,Choix,CoteBk,CoteCalc,KC,Conseil,HashtagHome,HashtagAway,FiveH,FiveA
2020-03-07,Crystal Palace,Watford,0.21225731074810028,0.4978783428668976,0.2898643910884857,1.0449081041793045,0.9756258527171704,0.5747817718227232,0.4252182281772768,D,3.2,2.0085227934233307,26.964122598821465,"Nous vous conseillons de parier sur match nul a hauteur de 2696.41% de votre bankroll.

            La côte calculée étant de 2.0 contre 3.2 pour le bookmaker.
            ",CPFC,WatfordFC,"['L', 'L', 'L', 'V', 'V']","['L', 'L', 'D', 'L', 'L']"
2020-03-07,Sheffield United,Norwich,0.6188097596168518,0.19268295168876648,0.1885072886943817,1.5160981573517145,1.0942787394526174,0.6589030094877933,0.3410969905122067,H,1.65,1.6160055404090097,3.2363235950469886,"La côte calculé par l'algorithme est intéressante (1.61) comparé à celle du bookmaker (1.65).

            Néanmoins il existe une trop légère différence entre les différents résultats prédits possibles.

            Par conséquent, même si nous vous recommandons de parier 323.63 de votre bankroll sur équipe domicile faites attention.
            ",SUFC,NCFC,"['D', 'L', 'V', 'V', 'D']","['L', 'D', 'L', 'L', 'L']"
2020-03-07,Southampton,Newcastle,0.4838058948516846,0.2957175672054291,0.22047656774520874,1.4671575858458081,0.8270465568682398,0.51301164243679,0.48698835756321,H,1.7,2.066944637593884,-25.361425536019468,"La côte calculé par l'algorithme (2.08) est plus élévé que celle du bookmaker (1.7).

        Par conséquent, nous vous conseillons de ne pas parier même si le résultat semble être équipe domicile.",SaintsFC,NUFC,"['V', 'L', 'L', 'V', 'L']","['D', 'D', 'L', 'L', 'D']"
2020-03-07,Wolves,Brighton,0.463615894317627,0.46877521276474,0.06760890781879425,1.7181471929742549,1.078137775052238,0.6846317656616343,0.3153682343383657,D,4.05,2.1332185934111263,29.460315137613012,"La côte calculé par l'algorithme est intéressante (2.17) comparé à celle du bookmaker (4.05).

            Néanmoins il existe une trop légère différence entre les différents résultats prédits possibles.

            Par conséquent, même si nous vous recommandons de parier 2946.03 de votre bankroll sur équipe domicile faites attention.
            ",WOL,BHAFC,"['L', 'D', 'D', 'V', 'V']","['L', 'D', 'D', 'D', 'L']"
2020-03-07,Burnley,Tottenham,0.2880793511867523,0.4264772832393646,0.2854433357715607,1.2416011210176296,1.4460247363823524,0.34884815899283,0.65115184100717,D,3.35,2.3447907762035243,18.2425063341222,"La côte calculé par l'algorithme est intéressante (3.45) comparé à celle du bookmaker (3.35).

            Néanmoins il existe une trop légère différence entre les différents résultats prédits possibles.

            Par conséquent, même si nous vous recommandons de parier 1824.25 de votre bankroll sur équipe domicile faites attention.
            ",Clarets,COYS,"['V', 'D', 'V', 'V', 'D']","['L', 'L', 'V', 'L', 'L']"
2020-03-08,Chelsea,Everton,0.5029967427253723,0.16541573405265808,0.3315875232219696,2.0233131148563115,1.3338810463653727,0.6010862908186735,0.3989137091813264,H,1.85,1.988084444805208,-8.171297171536606,"La côte calculé par l'algorithme (2.0) est plus élévé que celle du bookmaker (1.85).

        Par conséquent, nous vous conseillons de ne pas parier même si le résultat semble être équipe domicile.",CFC,EFC,"['D', 'D', 'L', 'V', 'D']","['D', 'V', 'L', 'L', 'D']"
2020-03-08,Man United,Man City,0.38876229524612427,0.29276710748672485,0.3184706270694733,1.3146540191200642,1.8505334573284449,0.2884854192664711,0.7115145807335289,H,4.6,2.572265912173666,21.897404392560325,"La côte calculé par l'algorithme est intéressante (2.56) comparé à celle du bookmaker (4.6).

            Néanmoins il existe une trop légère différence entre les différents résultats prédits possibles.

            Par conséquent, même si nous vous recommandons de parier 2189.74 de votre bankroll sur équipe domicile faites attention.
            ",MUFC,MCFC,"['L', 'D', 'V', 'V', 'D']","['D', 'V', 'L', 'L', 'V']"
2020-03-09,Leicester,Aston Villa,0.5675877928733826,0.3727822303771973,0.059629954397678375,2.9233228379791125,1.5917918680777619,0.7511489909611111,0.2488510090388889,H,1.4,1.7618419785555182,-51.34427249431612,"La côte calculé par l'algorithme (1.75) est plus élévé que celle du bookmaker (1.4).

        Par conséquent, nous vous conseillons de ne pas parier même si le résultat semble être équipe domicile.",lcfc,AVFC,"['V', 'D', 'D', 'L', 'L']","['D', 'L', 'L', 'L', 'L']"
2020-03-14,Watford,Leicester,0.3586506247520447,0.37769705057144165,0.2636522948741913,0.743597264834647,1.2282495935108344,0.3472710311257087,0.6527289688742913,D,3.45,2.6476245935387555,12.369584672305052,"La côte calculé par l'algorithme est intéressante (2.78) comparé à celle du bookmaker (3.45).

            Néanmoins il existe une trop légère différence entre les différents résultats prédits possibles.

            Par conséquent, même si nous vous recommandons de parier 12.37 de votre bankroll sur équipe domicile faites attention.
            ",WatfordFC,lcfc,"['L', 'D', 'L', 'V', 'L']","['D', 'D', 'L', 'L', 'V']"
2020-03-14,Bournemouth,Crystal Palace,0.30151301622390747,0.5207019448280334,0.17778508365154266,0.9095552215833914,0.6474775773107752,0.38471840032150156,0.6152815996784984,D,3.25,1.9204844728019195,30.76805869738261,"Nous vous conseillons de parier sur équipe domicile a hauteur de 30.77% de votre bankroll.

            La côte calculée étant de 3.33 contre 3.25 pour le bookmaker.
            ",afcb,CPFC,"['V', 'L', 'L', 'D', 'L']","['L', 'L', 'V', 'V', 'V']"
2020-03-14,Brighton,Arsenal,0.20444148778915405,0.31255632638931274,0.4830021858215332,1.1878503097239306,1.270921660867152,0.2811575241721781,0.7188424758278219,A,2.25,2.0703840051968103,6.940393447875977,"Nous vous conseillons de parier sur match nul a hauteur de 6.94% de votre bankroll.

            La côte calculée étant de 3.23 contre 2.25 pour le bookmaker.
            ",BHAFC,Arsenal,"['D', 'D', 'D', 'L', 'D']","['D', 'D', 'V', 'V', 'V']"
2020-03-14,Man City,Burnley,0.45426443219184875,0.4590761661529541,0.08665944635868073,2.740232686240444,1.042506490240979,0.8354591711966457,0.16454082880335436,D,7.75,2.1782877738567286,37.893930187931765,"La côte calculé par l'algorithme est intéressante (2.22) comparé à celle du bookmaker (7.75).

            Néanmoins il existe une trop légère différence entre les différents résultats prédits possibles.

            Par conséquent, même si nous vous recommandons de parier 37.89 de votre bankroll sur équipe domicile faites attention.
            ",MCFC,Clarets,"['V', 'L', 'V', 'V', 'L']","['D', 'V', 'V', 'D', 'D']"
2020-03-14,Newcastle,Sheffield United,0.3180663287639618,0.45374053716659546,0.22819308936595917,0.6257283176921201,0.6175472312361112,0.4742089488907218,0.5257910511092783,D,3.1,2.203902711105664,19.36169834364028,"Nous vous conseillons de parier sur équipe domicile a hauteur de 19.36% de votre bankroll.

            La côte calculée étant de 3.13 contre 3.1 pour le bookmaker.
            ",NUFC,SUFC,"['D', 'L', 'L', 'D', 'V']","['L', 'V', 'V', 'D', 'V']"
2020-03-14,Norwich,Southampton,0.4382956624031067,0.30663588643074036,0.25506848096847534,1.2897028836833784,1.4230086253069498,0.38904158499086505,0.6109584150091348,H,2.82,2.281564901913827,12.966690548173668,"Nous vous conseillons de parier sur équipe domicile a hauteur de 12.97% de votre bankroll.

            La côte calculée étant de 2.27 contre 2.82 pour le bookmaker.
            ",NCFC,SaintsFC,"['D', 'L', 'L', 'V', 'L']","['L', 'L', 'V', 'L', 'L']"
2020-03-14,Aston Villa,Chelsea,0.2417839616537094,0.33725908398628235,0.42095696926116943,1.359914621854385,1.5939269221817487,0.23328701656334813,0.7667129834366518,A,1.6,2.3755397178840427,-54.411474863688134,"La côte calculé par l'algorithme (2.94) est plus élévé que celle du bookmaker (1.6).

        Par conséquent, nous vous conseillons de ne pas parier même si le résultat semble être match nul.",AVFC,CFC,"['V', 'L', 'L', 'L', 'L']","['D', 'L', 'V', 'D', 'V']"
2020-03-15,West Ham,Wolves,0.15104591846466064,0.47506141662597656,0.3738926649093628,1.162844546020665,1.0763788770855314,0.35399630819708405,0.646003691802916,D,3.35,2.1049909864334784,25.168329604128576,"Nous vous conseillons de parier sur match nul a hauteur de 25.17% de votre bankroll.

            La côte calculée étant de 2.08 contre 3.35 pour le bookmaker.
            ",WHUFC,WOL,"['D', 'L', 'L', 'V', 'L']","['D', 'D', 'V', 'V', 'D']"
2020-03-15,Tottenham,Man United,0.3525376319885254,0.25035399198532104,0.3971083462238312,1.3246251867781966,1.020238981993595,0.4724062492076896,0.5275937507923103,A,2.2,2.5182044384339064,-10.530136525630946,"La côte calculé par l'algorithme (2.86) est plus élévé que celle du bookmaker (2.2).

        Par conséquent, nous vous conseillons de ne pas parier même si le résultat semble être équipe domicile.",COYS,MUFC,"['V', 'V', 'L', 'L', 'D']","['D', 'V', 'V', 'D', 'V']"
2020-03-16,Everton,Liverpool,0.11340150982141495,0.39316070079803467,0.4934377670288086,0.7973943182845402,1.1211334932581587,0.151735572414151,0.848264427585849,A,1.75,2.0265980166484026,-18.197854359944664,"La côte calculé par l'algorithme (2.56) est plus élévé que celle du bookmaker (1.75).

        Par conséquent, nous vous conseillons de ne pas parier même si le résultat semble être match nul.",EFC,LFC,"['V', 'V', 'L', 'D', 'L']","['V', 'V', 'V', 'L', 'V']"
